category,language,text
THUNDERSTORM,bn,জোরে বজ্রপাতসহ ঝড় বইছে
THUNDERSTORM,bn,ভুবনেশ্বর এ বজ্রসহ ঝড় বৃষ্টি হয়েছে
THUNDERSTORM,bn,জোরে বজ্রপাতসহ ঝড় বইছে
THUNDERSTORM,bn,জোরে বজ্রপাতসহ ঝড় বইছে
THUNDERSTORM,bn,মুম্বাই এ বজ্রসহ ঝড় বৃষ্টি হয়েছে
THUNDERSTORM,bn,কলকাতা এ বজ্রসহ ঝড় বৃষ্টি হয়েছে
THUNDERSTORM,bn,জোরে বজ্রপাতসহ ঝড় বইছে
THUNDERSTORM,bn,জোরে বজ্রপাতসহ ঝড় বইছে
LIGHTNING,bn,আকাশে বিদ্যুৎ চমকাতে দেখা গেছে
LIGHTNING,bn,ভুবনেশ্বর এ বজ্রপাতের ঘটনা চলছে
LIGHTNING,bn,আকাশে বিদ্যুৎ চমকাতে দেখা গেছে
LIGHTNING,bn,আকাশে বিদ্যুৎ চমকাতে দেখা গেছে
LIGHTNING,bn,আকাশে বিদ্যুৎ চমকাতে দেখা গেছে
LIGHTNING,bn,গুয়াহাটি এ বজ্রপাতের ঘটনা চলছে
LIGHTNING,bn,সিলিগুড়ি এ বজ্রপাতের ঘটনা চলছে
LIGHTNING,bn,আকাশে বিদ্যুৎ চমকাতে দেখা গেছে
LIGHTNING,bn,মুম্বাই এ বজ্রপাতের ঘটনা চলছে
LIGHTNING,bn,ভুবনেশ্বর এ বজ্রপাতের ঘটনা চলছে
LIGHTNING,bn,মুম্বাই এ বজ্রপাতের ঘটনা চলছে
LIGHTNING,bn,পাটনা এ বজ্রপাতের ঘটনা চলছে
CYCLONE,bn,ঘূর্ণিঝড়ের প্রভাবে উপকূলে প্রবল বাতাস
CYCLONE,bn,ঘূর্ণিঝড় দিল্লি উপকূলের কাছে পৌঁছেছে
CYCLONE,bn,ঘূর্ণিঝড় দিল্লি উপকূলের কাছে পৌঁছেছে
CYCLONE,bn,ঘূর্ণিঝড়ের প্রভাবে উপকূলে প্রবল বাতাস
CYCLONE,bn,ঘূর্ণিঝড়ের প্রভাবে উপকূলে প্রবল বাতাস
CYCLONE,bn,ঘূর্ণিঝড় গুয়াহাটি উপকূলের কাছে পৌঁছেছে
CYCLONE,bn,ঘূর্ণিঝড়ের প্রভাবে উপকূলে প্রবল বাতাস
CYCLONE,bn,ঘূর্ণিঝড় সিলিগুড়ি উপকূলের কাছে পৌঁছেছে
CYCLONE,bn,ঘূর্ণিঝড় কলকাতা উপকূলের কাছে পৌঁছেছে
CYCLONE,bn,ঘূর্ণিঝড়ের প্রভাবে উপকূলে প্রবল বাতাস
CYCLONE,bn,ঘূর্ণিঝড় মুম্বাই উপকূলের কাছে পৌঁছেছে
CYCLONE,bn,ঘূর্ণিঝড় সিলিগুড়ি উপকূলের কাছে পৌঁছেছে
HEATWAVE,bn,প্রচণ্ড গরমে জনজীবন দুর্বিষহ
HEATWAVE,bn,প্রচণ্ড গরমে জনজীবন দুর্বিষহ
HEATWAVE,bn,প্রচণ্ড গরমে জনজীবন দুর্বিষহ
HEATWAVE,bn,ভুবনেশ্বর তে তাপপ্রবাহে তাপমাত্রা ৪৫ ছাড়াল
HEATWAVE,bn,প্রচণ্ড গরমে জনজীবন দুর্বিষহ
HEATWAVE,bn,কলকাতা তে তাপপ্রবাহে তাপমাত্রা ৪৫ ছাড়াল
HEATWAVE,bn,প্রচণ্ড গরমে জনজীবন দুর্বিষহ
HEATWAVE,bn,প্রচণ্ড গরমে জনজীবন দুর্বিষহ
HEATWAVE,bn,প্রচণ্ড গরমে জনজীবন দুর্বিষহ
HEATWAVE,bn,প্রচণ্ড গরমে জনজীবন দুর্বিষহ
HEATWAVE,bn,প্রচণ্ড গরমে জনজীবন দুর্বিষহ
HEATWAVE,bn,প্রচণ্ড গরমে জনজীবন দুর্বিষহ
COLD_WAVE,bn,প্রচণ্ড ঠান্ডায় স্কুল বন্ধ রয়েছে
COLD_WAVE,bn,মুম্বাই তে শৈত্যপ্রবাহে তীব্র শীত
COLD_WAVE,bn,প্রচণ্ড ঠান্ডায় স্কুল বন্ধ রয়েছে
COLD_WAVE,bn,প্রচণ্ড ঠান্ডায় স্কুল বন্ধ রয়েছে
COLD_WAVE,bn,প্রচণ্ড ঠান্ডায় স্কুল বন্ধ রয়েছে
COLD_WAVE,bn,প্রচণ্ড ঠান্ডায় স্কুল বন্ধ রয়েছে
COLD_WAVE,bn,গুয়াহাটি তে শৈত্যপ্রবাহে তীব্র শীত
COLD_WAVE,bn,গুয়াহাটি তে শৈত্যপ্রবাহে তীব্র শীত
COLD_WAVE,bn,প্রচণ্ড ঠান্ডায় স্কুল বন্ধ রয়েছে
COLD_WAVE,bn,প্রচণ্ড ঠান্ডায় স্কুল বন্ধ রয়েছে
COLD_WAVE,bn,গুয়াহাটি তে শৈত্যপ্রবাহে তীব্র শীত
COLD_WAVE,bn,প্রচণ্ড ঠান্ডায় স্কুল বন্ধ রয়েছে
FOG,bn,গুয়াহাটি তে সকালে কুয়াশা ছড়িয়ে ছিল
FOG,bn,কুয়াশার কারণে দৃশ্যমানতা কম ছিল
FOG,bn,পাটনা তে সকালে কুয়াশা ছড়িয়ে ছিল
FOG,bn,পাটনা তে সকালে কুয়াশা ছড়িয়ে ছিল
FOG,bn,দিল্লি তে সকালে কুয়াশা ছড়িয়ে ছিল
FOG,bn,কুয়াশার কারণে দৃশ্যমানতা কম ছিল
FOG,bn,কুয়াশার কারণে দৃশ্যমানতা কম ছিল
FOG,bn,কলকাতা তে সকালে কুয়াশা ছড়িয়ে ছিল
FOG,bn,কুয়াশার কারণে দৃশ্যমানতা কম ছিল
FOG,bn,কুয়াশার কারণে দৃশ্যমানতা কম ছিল
FOG,bn,সিলিগুড়ি তে সকালে কুয়াশা ছড়িয়ে ছিল
FOG,bn,কুয়াশার কারণে দৃশ্যমানতা কম ছিল
DENSE_FOG,bn,ঘন কুয়াশায় ফ্লাইট বাতিল হয়েছে
DENSE_FOG,bn,"দিল্লি তে ঘন কুয়াশা, দৃশ্যমানতা প্রায় শূন্য"
DENSE_FOG,bn,ঘন কুয়াশায় ফ্লাইট বাতিল হয়েছে
DENSE_FOG,bn,ঘন কুয়াশায় ফ্লাইট বাতিল হয়েছে
DENSE_FOG,bn,ঘন কুয়াশায় ফ্লাইট বাতিল হয়েছে
DENSE_FOG,bn,"মুম্বাই তে ঘন কুয়াশা, দৃশ্যমানতা প্রায় শূন্য"
DENSE_FOG,bn,"সিলিগুড়ি তে ঘন কুয়াশা, দৃশ্যমানতা প্রায় শূন্য"
DENSE_FOG,bn,"ভুবনেশ্বর তে ঘন কুয়াশা, দৃশ্যমানতা প্রায় শূন্য"
DENSE_FOG,bn,ঘন কুয়াশায় ফ্লাইট বাতিল হয়েছে
DENSE_FOG,bn,ঘন কুয়াশায় ফ্লাইট বাতিল হয়েছে
DENSE_FOG,bn,ঘন কুয়াশায় ফ্লাইট বাতিল হয়েছে
DENSE_FOG,bn,ঘন কুয়াশায় ফ্লাইট বাতিল হয়েছে
DUST_STORM,bn,মুম্বাই তে ধুলিঝড় বইছে
DUST_STORM,bn,ধুলিঝড়ের কারণে দৃশ্যমানতা কমেছে
DUST_STORM,bn,ধুলিঝড়ের কারণে দৃশ্যমানতা কমেছে
DUST_STORM,bn,ধুলিঝড়ের কারণে দৃশ্যমানতা কমেছে
DUST_STORM,bn,ধুলিঝড়ের কারণে দৃশ্যমানতা কমেছে
DUST_STORM,bn,মুম্বাই তে ধুলিঝড় বইছে
DUST_STORM,bn,গুয়াহাটি তে ধুলিঝড় বইছে
DUST_STORM,bn,ধুলিঝড়ের কারণে দৃশ্যমানতা কমেছে
DUST_STORM,bn,পাটনা তে ধুলিঝড় বইছে
DUST_STORM,bn,পাটনা তে ধুলিঝড় বইছে
DUST_STORM,bn,ধুলিঝড়ের কারণে দৃশ্যমানতা কমেছে
DUST_STORM,bn,ধুলিঝড়ের কারণে দৃশ্যমানতা কমেছে
STRONG_WIND,bn,প্রবল বাতাসে গাছ উপড়ে গেছে
STRONG_WIND,bn,কলকাতা তে প্রবল বাতাস বইছে
STRONG_WIND,bn,দিল্লি তে প্রবল বাতাস বইছে
STRONG_WIND,bn,প্রবল বাতাসে গাছ উপড়ে গেছে
STRONG_WIND,bn,সিলিগুড়ি তে প্রবল বাতাস বইছে
STRONG_WIND,bn,মুম্বাই তে প্রবল বাতাস বইছে
STRONG_WIND,bn,প্রবল বাতাসে গাছ উপড়ে গেছে
STRONG_WIND,bn,প্রবল বাতাসে গাছ উপড়ে গেছে
STRONG_WIND,bn,মুম্বাই তে প্রবল বাতাস বইছে
STRONG_WIND,bn,ভুবনেশ্বর তে প্রবল বাতাস বইছে
STRONG_WIND,bn,প্রবল বাতাসে গাছ উপড়ে গেছে
STRONG_WIND,bn,প্রবল বাতাসে গাছ উপড়ে গেছে
HAILSTORM,bn,পাটনা তে শিলাবৃষ্টিতে ফসলের ক্ষতি
HAILSTORM,bn,শিলাবৃষ্টিতে ঘরবাড়ির ক্ষতি হয়েছে
HAILSTORM,bn,শিলাবৃষ্টিতে ঘরবাড়ির ক্ষতি হয়েছে
HAILSTORM,bn,ভুবনেশ্বর তে শিলাবৃষ্টিতে ফসলের ক্ষতি
HAILSTORM,bn,শিলাবৃষ্টিতে ঘরবাড়ির ক্ষতি হয়েছে
HAILSTORM,bn,শিলাবৃষ্টিতে ঘরবাড়ির ক্ষতি হয়েছে
HAILSTORM,bn,শিলাবৃষ্টিতে ঘরবাড়ির ক্ষতি হয়েছে
HAILSTORM,bn,শিলাবৃষ্টিতে ঘরবাড়ির ক্ষতি হয়েছে
HAILSTORM,bn,কলকাতা তে শিলাবৃষ্টিতে ফসলের ক্ষতি
HAILSTORM,bn,শিলাবৃষ্টিতে ঘরবাড়ির ক্ষতি হয়েছে
HAILSTORM,bn,পাটনা তে শিলাবৃষ্টিতে ফসলের ক্ষতি
HAILSTORM,bn,কলকাতা তে শিলাবৃষ্টিতে ফসলের ক্ষতি
SNOWFALL,bn,পাহাড়ে তুষারপাতে শীত বেড়েছে
SNOWFALL,bn,ভুবনেশ্বর এর উচ্চ এলাকায় তুষারপাত
SNOWFALL,bn,কলকাতা এর উচ্চ এলাকায় তুষারপাত
SNOWFALL,bn,গুয়াহাটি এর উচ্চ এলাকায় তুষারপাত
SNOWFALL,bn,ভুবনেশ্বর এর উচ্চ এলাকায় তুষারপাত
SNOWFALL,bn,দিল্লি এর উচ্চ এলাকায় তুষারপাত
SNOWFALL,bn,ভুবনেশ্বর এর উচ্চ এলাকায় তুষারপাত
SNOWFALL,bn,দিল্লি এর উচ্চ এলাকায় তুষারপাত
SNOWFALL,bn,সিলিগুড়ি এর উচ্চ এলাকায় তুষারপাত
SNOWFALL,bn,পাহাড়ে তুষারপাতে শীত বেড়েছে
SNOWFALL,bn,কলকাতা এর উচ্চ এলাকায় তুষারপাত
SNOWFALL,bn,সিলিগুড়ি এর উচ্চ এলাকায় তুষারপাত
DROUGHT,bn,দিল্লি জেলায় খরার মতো পরিস্থিতি
DROUGHT,bn,গুয়াহাটি জেলায় খরার মতো পরিস্থিতি
DROUGHT,bn,বৃষ্টির অভাবে খরা দেখা দিয়েছে
DROUGHT,bn,দিল্লি জেলায় খরার মতো পরিস্থিতি
DROUGHT,bn,সিলিগুড়ি জেলায় খরার মতো পরিস্থিতি
DROUGHT,bn,বৃষ্টির অভাবে খরা দেখা দিয়েছে
DROUGHT,bn,পাটনা জেলায় খরার মতো পরিস্থিতি
DROUGHT,bn,মুম্বাই জেলায় খরার মতো পরিস্থিতি
DROUGHT,bn,বৃষ্টির অভাবে খরা দেখা দিয়েছে
DROUGHT,bn,বৃষ্টির অভাবে খরা দেখা দিয়েছে
DROUGHT,bn,মুম্বাই জেলায় খরার মতো পরিস্থিতি
DROUGHT,bn,গুয়াহাটি জেলায় খরার মতো পরিস্থিতি
LANDSLIDE,bn,পাটনা এর কাছে ভূমিধসে রাস্তা বন্ধ
LANDSLIDE,bn,ভূমিধসে গ্রামের যোগাযোগ বিচ্ছিন্ন
LANDSLIDE,bn,কলকাতা এর কাছে ভূমিধসে রাস্তা বন্ধ
LANDSLIDE,bn,ভূমিধসে গ্রামের যোগাযোগ বিচ্ছিন্ন
LANDSLIDE,bn,ভূমিধসে গ্রামের যোগাযোগ বিচ্ছিন্ন
LANDSLIDE,bn,মুম্বাই এর কাছে ভূমিধসে রাস্তা বন্ধ
LANDSLIDE,bn,ভূমিধসে গ্রামের যোগাযোগ বিচ্ছিন্ন
LANDSLIDE,bn,দিল্লি এর কাছে ভূমিধসে রাস্তা বন্ধ
LANDSLIDE,bn,কলকাতা এর কাছে ভূমিধসে রাস্তা বন্ধ
LANDSLIDE,bn,দিল্লি এর কাছে ভূমিধসে রাস্তা বন্ধ
LANDSLIDE,bn,ভূমিধসে গ্রামের যোগাযোগ বিচ্ছিন্ন
LANDSLIDE,bn,ভূমিধসে গ্রামের যোগাযোগ বিচ্ছিন্ন
WATERLOGGING,bn,বৃষ্টির পর রাস্তায় জল জমে আছে
WATERLOGGING,bn,ভুবনেশ্বর এর রাস্তায় জলজমাট
WATERLOGGING,bn,মুম্বাই এর রাস্তায় জলজমাট
WATERLOGGING,bn,বৃষ্টির পর রাস্তায় জল জমে আছে
WATERLOGGING,bn,বৃষ্টির পর রাস্তায় জল জমে আছে
WATERLOGGING,bn,বৃষ্টির পর রাস্তায় জল জমে আছে
WATERLOGGING,bn,বৃষ্টির পর রাস্তায় জল জমে আছে
WATERLOGGING,bn,দিল্লি এর রাস্তায় জলজমাট
WATERLOGGING,bn,বৃষ্টির পর রাস্তায় জল জমে আছে
WATERLOGGING,bn,বৃষ্টির পর রাস্তায় জল জমে আছে
WATERLOGGING,bn,পাটনা এর রাস্তায় জলজমাট
WATERLOGGING,bn,বৃষ্টির পর রাস্তায় জল জমে আছে
CLOUDBURST,bn,ভুবনেশ্বর তে মেঘ বিস্ফোরণে ক্ষয়ক্ষতি
CLOUDBURST,bn,কলকাতা তে মেঘ বিস্ফোরণে ক্ষয়ক্ষতি
CLOUDBURST,bn,মেঘ বিস্ফোরণের মতো বৃষ্টিতে নর্দমা উপচে পড়েছে
CLOUDBURST,bn,মেঘ বিস্ফোরণের মতো বৃষ্টিতে নর্দমা উপচে পড়েছে
CLOUDBURST,bn,গুয়াহাটি তে মেঘ বিস্ফোরণে ক্ষয়ক্ষতি
CLOUDBURST,bn,গুয়াহাটি তে মেঘ বিস্ফোরণে ক্ষয়ক্ষতি
CLOUDBURST,bn,মেঘ বিস্ফোরণের মতো বৃষ্টিতে নর্দমা উপচে পড়েছে
CLOUDBURST,bn,মুম্বাই তে মেঘ বিস্ফোরণে ক্ষয়ক্ষতি
CLOUDBURST,bn,মেঘ বিস্ফোরণের মতো বৃষ্টিতে নর্দমা উপচে পড়েছে
CLOUDBURST,bn,মেঘ বিস্ফোরণের মতো বৃষ্টিতে নর্দমা উপচে পড়েছে
CLOUDBURST,bn,দিল্লি তে মেঘ বিস্ফোরণে ক্ষয়ক্ষতি
CLOUDBURST,bn,মেঘ বিস্ফোরণের মতো বৃষ্টিতে নর্দমা উপচে পড়েছে
RAINFALL,ta,திருச்சிராப்பள்ளி ல் லேசான மழை பெய்கிறது
RAINFALL,ta,பெங்களூரு ல் லேசான மழை பெய்கிறது
RAINFALL,ta,இடைவிடாமல் மழை பெய்து சாலைகள் நனைந்தன
RAINFALL,ta,கோயம்புத்தூர் ல் லேசான மழை பெய்கிறது
RAINFALL,ta,இடைவிடாமல் மழை பெய்து சாலைகள் நனைந்தன
RAINFALL,ta,இடைவிடாமல் மழை பெய்து சாலைகள் நனைந்தன
RAINFALL,ta,மதுரை ல் லேசான மழை பெய்கிறது
RAINFALL,ta,திருச்சிராப்பள்ளி ல் லேசான மழை பெய்கிறது
RAINFALL,ta,இடைவிடாமல் மழை பெய்து சாலைகள் நனைந்தன
RAINFALL,ta,கோயம்புத்தூர் ல் லேசான மழை பெய்கிறது
RAINFALL,ta,இடைவிடாமல் மழை பெய்து சாலைகள் நனைந்தன
RAINFALL,ta,இடைவிடாமல் மழை பெய்து சாலைகள் நனைந்தன
HEAVY_RAINFALL,ta,பெங்களூரு ல் கனமழை பெய்தது
HEAVY_RAINFALL,ta,பலத்த மழையால் நகரம் பாதிப்படைந்தது
HEAVY_RAINFALL,ta,சென்னை ல் கனமழை பெய்தது
HEAVY_RAINFALL,ta,திருச்சிராப்பள்ளி ல் கனமழை பெய்தது
HEAVY_RAINFALL,ta,மதுரை ல் கனமழை பெய்தது
HEAVY_RAINFALL,ta,பலத்த மழையால் நகரம் பாதிப்படைந்தது
HEAVY_RAINFALL,ta,பலத்த மழையால் நகரம் பாதிப்படைந்தது
HEAVY_RAINFALL,ta,பலத்த மழையால் நகரம் பாதிப்படைந்தது
HEAVY_RAINFALL,ta,பலத்த மழையால் நகரம் பாதிப்படைந்தது
HEAVY_RAINFALL,ta,சென்னை ல் கனமழை பெய்தது
HEAVY_RAINFALL,ta,பெங்களூரு ல் கனமழை பெய்தது
HEAVY_RAINFALL,ta,சென்னை ல் கனமழை பெய்தது
FLOOD,ta,வெள்ள நீர் தொடர்ந்து அதிகரித்து வருகிறது
FLOOD,ta,வெள்ள நீர் தொடர்ந்து அதிகரித்து வருகிறது
FLOOD,ta,வெள்ள நீர் தொடர்ந்து அதிகரித்து வருகிறது
FLOOD,ta,வெள்ள நீர் தொடர்ந்து அதிகரித்து வருகிறது
FLOOD,ta,கோயம்புத்தூர் ல் தாழ்வான பகுதிகளில் வெள்ளம்
FLOOD,ta,வெள்ள நீர் தொடர்ந்து அதிகரித்து வருகிறது
FLOOD,ta,வெள்ள நீர் தொடர்ந்து அதிகரித்து வருகிறது
FLOOD,ta,வெள்ள நீர் தொடர்ந்து அதிகரித்து வருகிறது
FLOOD,ta,வெள்ள நீர் தொடர்ந்து அதிகரித்து வருகிறது
FLOOD,ta,மதுரை ல் தாழ்வான பகுதிகளில் வெள்ளம்
FLOOD,ta,சென்னை ல் தாழ்வான பகுதிகளில் வெள்ளம்
FLOOD,ta,கோயம்புத்தூர் ல் தாழ்வான பகுதிகளில் வெள்ளம்
FLASH_FLOOD,ta,பெங்களூரு ல் திடீர் வெள்ளம் பேரழிவை ஏற்படுத்தியது
FLASH_FLOOD,ta,கனமழைக்கு பிறகு திடீர் வெள்ளம் புகுந்தது
FLASH_FLOOD,ta,கனமழைக்கு பிறகு திடீர் வெள்ளம் புகுந்தது
FLASH_FLOOD,ta,மதுரை ல் திடீர் வெள்ளம் பேரழிவை ஏற்படுத்தியது
FLASH_FLOOD,ta,கனமழைக்கு பிறகு திடீர் வெள்ளம் புகுந்தது
FLASH_FLOOD,ta,மதுரை ல் திடீர் வெள்ளம் பேரழிவை ஏற்படுத்தியது
FLASH_FLOOD,ta,திருச்சிராப்பள்ளி ல் திடீர் வெள்ளம் பேரழிவை ஏற்படுத்தியது
FLASH_FLOOD,ta,கனமழைக்கு பிறகு திடீர் வெள்ளம் புகுந்தது
FLASH_FLOOD,ta,கனமழைக்கு பிறகு திடீர் வெள்ளம் புகுந்தது
FLASH_FLOOD,ta,கனமழைக்கு பிறகு திடீர் வெள்ளம் புகுந்தது
FLASH_FLOOD,ta,கனமழைக்கு பிறகு திடீர் வெள்ளம் புகுந்தது
FLASH_FLOOD,ta,கனமழைக்கு பிறகு திடீர் வெள்ளம் புகுந்தது
THUNDERSTORM,ta,பலத்த இடிமுழக்கத்துடன் மழை பெய்தது
THUNDERSTORM,ta,பலத்த இடிமுழக்கத்துடன் மழை பெய்தது
THUNDERSTORM,ta,பலத்த இடிமுழக்கத்துடன் மழை பெய்தது
THUNDERSTORM,ta,பலத்த இடிமுழக்கத்துடன் மழை பெய்தது
THUNDERSTORM,ta,பலத்த இடிமுழக்கத்துடன் மழை பெய்தது
THUNDERSTORM,ta,பலத்த இடிமுழக்கத்துடன் மழை பெய்தது
THUNDERSTORM,ta,மதுரை ல் இடியுடன் கூடிய மழையும் புயலும்
THUNDERSTORM,ta,பெங்களூரு ல் இடியுடன் கூடிய மழையும் புயலும்
THUNDERSTORM,ta,பலத்த இடிமுழக்கத்துடன் மழை பெய்தது
THUNDERSTORM,ta,பலத்த இடிமுழக்கத்துடன் மழை பெய்தது
THUNDERSTORM,ta,மதுரை ல் இடியுடன் கூடிய மழையும் புயலும்
THUNDERSTORM,ta,பலத்த இடிமுழக்கத்துடன் மழை பெய்தது
LIGHTNING,ta,கோயம்புத்தூர் ல் மின்னல் தாக்குதல்கள் பதிவாயின
LIGHTNING,ta,சென்னை ல் மின்னல் தாக்குதல்கள் பதிவாயின
LIGHTNING,ta,திருச்சிராப்பள்ளி ல் மின்னல் தாக்குதல்கள் பதிவாயின
LIGHTNING,ta,கோயம்புத்தூர் ல் மின்னல் தாக்குதல்கள் பதிவாயின
LIGHTNING,ta,வானத்தில் மின்னல் மின்னியது
LIGHTNING,ta,சென்னை ல் மின்னல் தாக்குதல்கள் பதிவாயின
LIGHTNING,ta,கோயம்புத்தூர் ல் மின்னல் தாக்குதல்கள் பதிவாயின
LIGHTNING,ta,பெங்களூரு ல் மின்னல் தாக்குதல்கள் பதிவாயின
LIGHTNING,ta,சென்னை ல் மின்னல் தாக்குதல்கள் பதிவாயின
LIGHTNING,ta,மதுரை ல் மின்னல் தாக்குதல்கள் பதிவாயின
LIGHTNING,ta,வானத்தில் மின்னல் மின்னியது
LIGHTNING,ta,வானத்தில் மின்னல் மின்னியது
CYCLONE,ta,புயல் எச்சரிக்கை விடுக்கப்பட்டது
CYCLONE,ta,சூறாவளி மதுரை கடற்கரையை நெருங்குகிறது
CYCLONE,ta,சூறாவளி மதுரை கடற்கரையை நெருங்குகிறது
CYCLONE,ta,புயல் எச்சரிக்கை விடுக்கப்பட்டது
CYCLONE,ta,புயல் எச்சரிக்கை விடுக்கப்பட்டது
CYCLONE,ta,சூறாவளி கோயம்புத்தூர் கடற்கரையை நெருங்குகிறது
CYCLONE,ta,சூறாவளி கோயம்புத்தூர் கடற்கரையை நெருங்குகிறது
CYCLONE,ta,புயல் எச்சரிக்கை விடுக்கப்பட்டது
CYCLONE,ta,சூறாவளி சென்னை கடற்கரையை நெருங்குகிறது
CYCLONE,ta,புயல் எச்சரிக்கை விடுக்கப்பட்டது
CYCLONE,ta,சூறாவளி சென்னை கடற்கரையை நெருங்குகிறது
CYCLONE,ta,புயல் எச்சரிக்கை விடுக்கப்பட்டது
HEATWAVE,ta,மதுரை ல் வெப்ப அலை வீசுகிறது
HEATWAVE,ta,கோயம்புத்தூர் ல் வெப்ப அலை வீசுகிறது
HEATWAVE,ta,கடும் வெயிலால் மக்கள் அவதியடைந்தனர்
HEATWAVE,ta,சென்னை ல் வெப்ப அலை வீசுகிறது
HEATWAVE,ta,கடும் வெயிலால் மக்கள் அவதியடைந்தனர்
HEATWAVE,ta,கடும் வெயிலால் மக்கள் அவதியடைந்தனர்
HEATWAVE,ta,சென்னை ல் வெப்ப அலை வீசுகிறது
HEATWAVE,ta,மதுரை ல் வெப்ப அலை வீசுகிறது
HEATWAVE,ta,கடும் வெயிலால் மக்கள் அவதியடைந்தனர்
HEATWAVE,ta,கோயம்புத்தூர் ல் வெப்ப அலை வீசுகிறது
HEATWAVE,ta,கடும் வெயிலால் மக்கள் அவதியடைந்தனர்
HEATWAVE,ta,கடும் வெயிலால் மக்கள் அவதியடைந்தனர்
COLD_WAVE,ta,கடும் குளிரால் பள்ளிகள் மூடப்பட்டன
COLD_WAVE,ta,கோயம்புத்தூர் ல் குளிர் அலை வீசுகிறது
COLD_WAVE,ta,கோயம்புத்தூர் ல் குளிர் அலை வீசுகிறது
COLD_WAVE,ta,திருச்சிராப்பள்ளி ல் குளிர் அலை வீசுகிறது
COLD_WAVE,ta,கடும் குளிரால் பள்ளிகள் மூடப்பட்டன
COLD_WAVE,ta,கடும் குளிரால் பள்ளிகள் மூடப்பட்டன
COLD_WAVE,ta,கோயம்புத்தூர் ல் குளிர் அலை வீசுகிறது
COLD_WAVE,ta,திருச்சிராப்பள்ளி ல் குளிர் அலை வீசுகிறது
COLD_WAVE,ta,கோயம்புத்தூர் ல் குளிர் அலை வீசுகிறது
COLD_WAVE,ta,கடும் குளிரால் பள்ளிகள் மூடப்பட்டன
COLD_WAVE,ta,திருச்சிராப்பள்ளி ல் குளிர் அலை வீசுகிறது
COLD_WAVE,ta,கோயம்புத்தூர் ல் குளிர் அலை வீசுகிறது
FOG,ta,பனிமூட்டத்தால் சாலை தெரிவுநிலை குறைந்தது
FOG,ta,திருச்சிராப்பள்ளி ல் காலையில் பனிமூட்டம்
FOG,ta,மதுரை ல் காலையில் பனிமூட்டம்
FOG,ta,பனிமூட்டத்தால் சாலை தெரிவுநிலை குறைந்தது
FOG,ta,பனிமூட்டத்தால் சாலை தெரிவுநிலை குறைந்தது
FOG,ta,பெங்களூரு ல் காலையில் பனிமூட்டம்
FOG,ta,பனிமூட்டத்தால் சாலை தெரிவுநிலை குறைந்தது
FOG,ta,பெங்களூரு ல் காலையில் பனிமூட்டம்
FOG,ta,பெங்களூரு ல் காலையில் பனிமூட்டம்
FOG,ta,கோயம்புத்தூர் ல் காலையில் பனிமூட்டம்
FOG,ta,திருச்சிராப்பள்ளி ல் காலையில் பனிமூட்டம்
FOG,ta,கோயம்புத்தூர் ல் காலையில் பனிமூட்டம்
DENSE_FOG,ta,"திருச்சிராப்பள்ளி ல் அடர்ந்த பனிமூட்டம், தெரிவுநிலை கிட்டத்தட்ட இல்லை"
DENSE_FOG,ta,அடர்ந்த பனிமூட்டத்தால் விமானங்கள் ரத்து
DENSE_FOG,ta,"பெங்களூரு ல் அடர்ந்த பனிமூட்டம், தெரிவுநிலை கிட்டத்தட்ட இல்லை"
DENSE_FOG,ta,"மதுரை ல் அடர்ந்த பனிமூட்டம், தெரிவுநிலை கிட்டத்தட்ட இல்லை"
DENSE_FOG,ta,"மதுரை ல் அடர்ந்த பனிமூட்டம், தெரிவுநிலை கிட்டத்தட்ட இல்லை"
DENSE_FOG,ta,அடர்ந்த பனிமூட்டத்தால் விமானங்கள் ரத்து
DENSE_FOG,ta,அடர்ந்த பனிமூட்டத்தால் விமானங்கள் ரத்து
DENSE_FOG,ta,அடர்ந்த பனிமூட்டத்தால் விமானங்கள் ரத்து
DENSE_FOG,ta,"திருச்சிராப்பள்ளி ல் அடர்ந்த பனிமூட்டம், தெரிவுநிலை கிட்டத்தட்ட இல்லை"
DENSE_FOG,ta,"கோயம்புத்தூர் ல் அடர்ந்த பனிமூட்டம், தெரிவுநிலை கிட்டத்தட்ட இல்லை"
DENSE_FOG,ta,அடர்ந்த பனிமூட்டத்தால் விமானங்கள் ரத்து
DENSE_FOG,ta,அடர்ந்த பனிமூட்டத்தால் விமானங்கள் ரத்து
DUST_STORM,ta,புழுதியால் தெரிவுநிலை குறைந்தது
DUST_STORM,ta,புழுதியால் தெரிவுநிலை குறைந்தது
DUST_STORM,ta,புழுதியால் தெரிவுநிலை குறைந்தது
DUST_STORM,ta,திருச்சிராப்பள்ளி ல் புழுதிப்புயல் வீசியது
DUST_STORM,ta,கோயம்புத்தூர் ல் புழுதிப்புயல் வீசியது
DUST_STORM,ta,மதுரை ல் புழுதிப்புயல் வீசியது
DUST_STORM,ta,புழுதியால் தெரிவுநிலை குறைந்தது
DUST_STORM,ta,திருச்சிராப்பள்ளி ல் புழுதிப்புயல் வீசியது
DUST_STORM,ta,கோயம்புத்தூர் ல் புழுதிப்புயல் வீசியது
DUST_STORM,ta,பெங்களூரு ல் புழுதிப்புயல் வீசியது
DUST_STORM,ta,புழுதியால் தெரிவுநிலை குறைந்தது
DUST_STORM,ta,மதுரை ல் புழுதிப்புயல் வீசியது
